CDS_CODE,ETHNIC,GRADS,UC_GRADS
1100170000000,1,5,3
1100170000000,2,32,4
1100170000000,3,4,2
1100170000000,4,5,3
1100170000000,5,148,68
1100170000000,6,85,42
1100170000000,7,45,4
1100170000000,9,9,3
1316170000000,2,1,0
1316170000000,3,1,0
1316170000000,4,4,0
1316170000000,5,14,0
1316170000000,6,5,0
1316170000000,7,12,0
1611190000000,0,1,1
1611190000000,1,1,0
1611190000000,2,284,203
1611190000000,3,8,2
1611190000000,4,63,31
1611190000000,5,173,46
1611190000000,6,75,23
1611190000000,7,191,106
1611190000000,9,38,15
1611270000000,2,88,69
1611270000000,3,1,0
1611270000000,4,6,3
1611270000000,5,48,20
1611270000000,6,12,4
1611270000000,7,86,51
1611270000000,9,28,11
1611430000000,1,2,2
1611430000000,2,58,37
1611430000000,3,2,0
1611430000000,4,9,6
1611430000000,5,177,97
1611430000000,6,194,69
1611430000000,7,313,262
1611430000000,9,66,42
1611500000000,0,4,2
1611500000000,1,2,1
1611500000000,2,186,142
1611500000000,3,5,1
1611500000000,4,22,13
1611500000000,5,152,57
1611500000000,6,55,16
1611500000000,7,220,123
1611500000000,9,68,42
1611680000000,2,5,3
1611680000000,5,7,4
1611680000000,6,21,3
1611680000000,7,3,0
1611760000000,1,9,2
1611760000000,2,1274,1061
1611760000000,3,17,9
1611760000000,4,162,99
1611760000000,5,343,120
1611760000000,6,79,28
1611760000000,7,439,226
1611760000000,9,32,21
1611920000000,0,1,1
1611920000000,1,6,2
1611920000000,2,125,93
1611920000000,3,49,22
1611920000000,4,128,80
1611920000000,5,717,328
1611920000000,6,190,67
1611920000000,7,68,33
1611920000000,9,15,7
1612000000000,0,3,1
1612000000000,1,3,3
1612000000000,2,52,34
1612000000000,3,1,0
1612000000000,4,34,14
1612000000000,5,257,84
1612000000000,6,12,5
1612000000000,7,504,267
1612000000000,9,57,33
1612340000000,1,1,1
1612340000000,2,67,16
1612340000000,3,13,2
1612340000000,4,50,9
1612340000000,5,208,28
1612340000000,6,37,2
1612340000000,7,82,11
1612340000000,9,5,1
1612420000000,1,2,2
1612420000000,2,212,143
1612420000000,3,39,20
1612420000000,4,219,142
1612420000000,5,293,115
1612420000000,6,65,35
1612420000000,7,67,35
1612420000000,9,29,16
1612590000000,0,21,14
1612590000000,1,7,2
1612590000000,2,382,254
1612590000000,3,28,12
1612590000000,4,21,10
1612590000000,5,913,565
1612590000000,6,625,231
1612590000000,7,182,143
1612590000000,9,40,32
1612600000000,2,1,0
1612600000000,4,1,0
1612600000000,5,6,0
1612600000000,6,10,2
1612750000000,1,1,1
1612750000000,2,40,39
1612750000000,4,2,2
1612750000000,5,9,8
1612750000000,6,7,5
1612750000000,7,164,150
1612750000000,9,4,2
1612910000000,2,110,75
1612910000000,3,7,2
1612910000000,4,55,32
1612910000000,5,291,74
1612910000000,6,102,23
1612910000000,7,55,20
1612910000000,9,12,2
1613090000000,0,2,1
1613090000000,1,2,1
1613090000000,2,145,94
1613090000000,3,20,5
1613090000000,4,84,40
1613090000000,5,517,182
1613090000000,6,150,56
1613090000000,7,107,37
1613090000000,9,14,7
1750930000000,0,1,1
1750930000000,1,4,4
1750930000000,2,116,89
1750930000000,3,3,1
1750930000000,4,36,24
1750930000000,5,91,44
1750930000000,6,45,22
1750930000000,7,182,113
1750930000000,9,10,6
1751010000000,0,1,0
1751010000000,1,11,4
1751010000000,2,374,303
1751010000000,3,6,3
1751010000000,4,31,20
1751010000000,5,117,51
1751010000000,6,29,15
1751010000000,7,617,355
1751010000000,9,24,12
1766530000000,0,1,1
1766530000000,2,12,12
1766530000000,4,3,3
1766530000000,5,22,22
1766530000000,6,2,2
1766530000000,7,63,62
1766530000000,9,4,4
2100250000000,1,2,0
3100330000000,7,2,0
3739810000000,0,4,0
3739810000000,1,10,1
3739810000000,2,3,1
3739810000000,3,1,0
3739810000000,4,2,1
3739810000000,5,39,12
3739810000000,6,1,0
3739810000000,7,218,52
3739810000000,9,10,0
4100410000000,1,1,0
4100410000000,2,1,0
4100410000000,5,27,2
4100410000000,6,3,0
4100410000000,7,114,21
4100410000000,9,4,0
4100420000000,1,1,0
4100420000000,9,1,0
4614080000000,2,1,0
4614080000000,5,12,2
4614080000000,6,1,0
4614080000000,7,16,5
4614240000000,0,9,0
4614240000000,1,16,2
4614240000000,2,84,37
4614240000000,3,3,1
4614240000000,4,10,5
4614240000000,5,214,45
4614240000000,6,36,5
4614240000000,7,639,302
4614240000000,9,19,2
4614320000000,1,1,0
4614320000000,5,20,3
4614320000000,7,50,25
4614320000000,9,1,1
4614400000000,1,3,0
4614400000000,5,2,0
4614400000000,7,3,0
4614400000000,9,1,0
4614570000000,0,1,0
4614570000000,5,3,0
4614570000000,7,6,0
4615150000000,1,12,1
4615150000000,2,88,42
4615150000000,3,2,0
4615150000000,4,1,0
4615150000000,5,102,12
4615150000000,6,8,0
4615150000000,7,212,30
4615150000000,9,31,3
4615310000000,1,2,0
4615310000000,2,2,0
4615310000000,4,3,1
4615310000000,5,24,7
4615310000000,6,3,0
4615310000000,7,208,38
4615310000000,9,15,2
4615320000000,5,1,0
4615320000000,7,10,0
4615320000000,9,1,0
4755070000000,0,2,0
4755070000000,2,9,6
4755070000000,5,75,15
4755070000000,6,1,0
4755070000000,7,54,10
4755070000000,9,1,0
5100580000000,2,1,0
5100580000000,3,1,0
5100580000000,5,18,0
5100580000000,7,54,1
5100580000000,9,5,0
5100590000000,1,1,0
5100590000000,2,1,0
5100590000000,5,4,0
5100590000000,6,1,0
5100590000000,7,3,0
5615560000000,1,4,2
5615560000000,2,1,0
5615560000000,5,23,9
5615560000000,6,1,0
5615560000000,7,139,58
5615560000000,9,10,3
5615640000000,1,5,0
5615640000000,2,2,0
5615640000000,3,2,0
5615640000000,4,3,2
5615640000000,5,45,5
5615640000000,6,5,0
5615640000000,7,210,47
5615640000000,9,7,1
6615980000000,1,2,1
6615980000000,2,1,1
6615980000000,5,60,14
6615980000000,7,27,15
6616060000000,5,13,4
6616060000000,7,9,1
6616060000000,9,1,0
6616140000000,0,1,0
6616140000000,3,1,0
6616140000000,4,1,0
6616140000000,5,57,15
6616140000000,7,24,6
6616220000000,2,4,2
6616220000000,5,80,19
6616220000000,7,13,4
7100740000000,0,2,2
7100740000000,1,1,1
7100740000000,2,25,21
7100740000000,3,6,1
7100740000000,4,19,13
7100740000000,5,143,74
7100740000000,6,56,16
7100740000000,7,267,153
7100740000000,9,12,3
7616300000000,0,4,4
7616300000000,1,2,1
7616300000000,2,171,136
7616300000000,3,2,2
7616300000000,4,22,15
7616300000000,5,115,71
7616300000000,6,14,8
7616300000000,7,813,616
7616300000000,9,71,56
7616480000000,0,2,0
7616480000000,1,17,3
7616480000000,2,73,46
7616480000000,3,9,2
7616480000000,4,105,59
7616480000000,5,521,148
7616480000000,6,320,53
7616480000000,7,312,123
7616480000000,9,63,24
7616630000000,2,2,1
7616630000000,5,18,1
7616630000000,7,15,9
7616630000000,9,2,1
7616970000000,1,1,0
7616970000000,2,9,1
7616970000000,3,2,0
7616970000000,4,13,6
7616970000000,5,36,5
7616970000000,6,23,3
7616970000000,7,22,2
7616970000000,9,10,5
7617210000000,0,1,0
7617210000000,1,8,5
7617210000000,2,53,40
7617210000000,3,14,1
7617210000000,4,77,52
7617210000000,5,598,216
7617210000000,6,146,52
7617210000000,7,841,415
7617210000000,9,71,33
7617390000000,1,1,0
7617390000000,2,12,10
7617390000000,3,2,0
7617390000000,4,11,7
7617390000000,5,70,24
7617390000000,6,5,2
7617390000000,7,183,85
7617390000000,9,29,16
7617540000000,0,14,3
7617540000000,1,9,1
7617540000000,2,188,102
7617540000000,3,20,6
7617540000000,4,104,37
7617540000000,5,651,116
7617540000000,6,80,12
7617540000000,7,858,354
7617540000000,9,30,6
7617880000000,0,1,0
7617880000000,1,4,0
7617880000000,2,22,10
7617880000000,3,19,8
7617880000000,4,57,37
7617880000000,5,397,128
7617880000000,6,139,41
7617880000000,7,49,17
7617880000000,9,14,0
7617960000000,1,1,0
7617960000000,2,228,125
7617960000000,3,18,5
7617960000000,4,139,82
7617960000000,5,928,370
7617960000000,6,346,99
7617960000000,7,178,85
7617960000000,9,11,6
7618040000000,1,6,4
7618040000000,2,629,522
7618040000000,3,9,2
7618040000000,4,80,53
7618040000000,5,203,133
7618040000000,6,49,21
7618040000000,7,1329,945
7618040000000,9,114,71
8100820000000,0,2,0
8100820000000,1,20,0
8100820000000,2,6,0
8100820000000,5,19,0
8100820000000,6,4,0
8100820000000,7,67,0
8100820000000,9,3,0
8618200000000,1,22,4
8618200000000,2,19,9
8618200000000,4,2,2
8618200000000,5,40,11
8618200000000,6,2,1
8618200000000,7,127,27
8618200000000,9,1,1
9100900000000,1,1,0
9100900000000,3,1,0
9100900000000,5,51,0
9100900000000,6,15,0
9100900000000,7,58,0
9100900000000,9,7,0
9618530000000,1,15,3
9618530000000,2,55,38
9618530000000,3,3,1
9618530000000,4,12,7
9618530000000,5,200,64
9618530000000,6,29,15
9618530000000,7,1241,657
9618530000000,9,68,40
9619030000000,0,2,0
9619030000000,1,2,0
9619030000000,2,4,4
9619030000000,4,9,2
9619030000000,5,104,19
9619030000000,6,4,1
9619030000000,7,133,66
9619030000000,9,3,2
9737830000000,1,2,0
9737830000000,4,1,0
9737830000000,5,7,2
9737830000000,7,102,22
9737830000000,9,1,0
10101100000000,0,3,2
10101100000000,2,18,0
10101100000000,3,1,0
10101100000000,5,85,9
10101100000000,6,12,4
10101100000000,7,24,5
10101100000000,9,1,0
10621200000000,1,23,15
10621200000000,2,374,279
10621200000000,3,12,9
10621200000000,4,65,57
10621200000000,5,859,455
10621200000000,6,91,52
10621200000000,7,1303,847
10621200000000,9,61,39
10621300000000,0,2,0
10621300000000,2,5,3
10621300000000,3,1,1
10621300000000,4,1,0
10621300000000,5,223,40
10621300000000,6,1,1
10621300000000,7,32,11
10621600000000,2,16,13
10621600000000,5,129,57
10621600000000,6,3,0
10621600000000,7,21,12
10621700000000,1,26,5
10621700000000,2,639,402
10621700000000,3,11,5
10621700000000,4,33,24
10621700000000,5,2503,926
10621700000000,6,427,145
10621700000000,7,527,312
10621700000000,9,27,13
10622600000000,1,1,1
10622600000000,2,11,9
10622600000000,4,1,1
10622600000000,5,135,36
10622600000000,7,95,50
10622600000000,9,10,4
10622700000000,0,4,2
10622700000000,1,4,2
10622700000000,2,8,4
10622700000000,4,9,2
10622700000000,5,498,172
10622700000000,6,2,1
10622700000000,7,75,36
10622700000000,9,4,3
10622800000000,1,1,1
10622800000000,2,1,0
10622800000000,5,26,11
10622800000000,7,9,5
10623300000000,7,4,0
10623600000000,2,2,1
10623600000000,5,198,70
10623800000000,0,1,0
10623800000000,2,2,0
10623800000000,5,50,0
10623800000000,6,10,0
10623800000000,7,10,0
10624100000000,0,1,1
10624100000000,2,59,44
10624100000000,3,2,2
10624100000000,4,3,3
10624100000000,5,501,220
10624100000000,6,8,4
10624100000000,7,87,44
10624100000000,9,5,3
10624300000000,1,1,0
10624300000000,2,15,11
10624300000000,3,2,2
10624300000000,4,2,1
10624300000000,5,344,107
10624300000000,6,5,3
10624300000000,7,29,13
10625400000000,0,1,1
10625400000000,1,2,2
10625400000000,2,2,2
10625400000000,5,74,72
10625400000000,6,6,6
10625400000000,7,11,11
10625500000000,1,2,0
10625500000000,2,4,0
10625500000000,5,54,0
10625500000000,6,3,0
10625500000000,7,18,0
10738100000000,5,151,44
10738100000000,6,1,0
10738100000000,7,14,6
10739700000000,1,4,2
10739700000000,2,130,77
10739700000000,3,4,1
10739700000000,4,12,8
10739700000000,5,482,157
10739700000000,6,91,33
10739700000000,7,183,80
10739700000000,9,8,3
10740000000000,1,2,1
10740000000000,2,21,10
10740000000000,5,224,62
10740000000000,7,26,12
10751300000000,0,1,0
10751300000000,2,1,1
10751300000000,5,153,44
10751300000000,7,4,3
10752300000000,0,1,0
10752300000000,2,1,0
10752300000000,5,102,5
10752800000000,1,19,0
10752800000000,2,1,1
10752800000000,4,1,0
10752800000000,5,16,5
10752800000000,6,3,3
10752800000000,7,86,41
10752800000000,9,1,0
10754100000000,1,1,0
10754100000000,5,103,51
10754100000000,7,17,10
10756000000000,2,9,4
10756000000000,5,109,47
10756000000000,7,26,13
10756000000000,9,1,0
10767800000000,1,1,0
10767800000000,2,29,18
10767800000000,4,1,0
10767800000000,5,187,58
10767800000000,6,32,5
10767800000000,7,25,8
10767800000000,9,1,0
11101200000000,0,4,2
11101200000000,1,1,0
11101200000000,2,3,3
11101200000000,3,1,1
11101200000000,5,45,15
11101200000000,6,21,14
11101200000000,7,22,4
11101200000000,9,4,0
11626500000000,5,11,2
11626500000000,6,1,0
11626500000000,7,13,3
11626500000000,9,2,0
11626600000000,1,3,0
11626600000000,2,4,2
11626600000000,3,1,0
11626600000000,5,36,6
11626600000000,6,2,0
11626600000000,7,50,14
11754800000000,1,3,0
11754800000000,2,9,4
11754800000000,5,100,16
11754800000000,6,2,0
11754800000000,7,62,6
11765600000000,5,46,19
11765600000000,6,1,1
11765600000000,7,17,9
12101200000000,0,1,1
12101200000000,1,1,0
12101200000000,2,2,2
12101200000000,4,1,1
12101200000000,5,7,2
12101200000000,7,43,25
12101200000000,9,6,3
12626900000000,0,4,0
12626900000000,1,18,7
12626900000000,2,9,6
12626900000000,3,4,3
12626900000000,5,36,11
12626900000000,6,2,0
12626900000000,7,278,146
12626900000000,9,29,14
12628100000000,1,14,2
12628100000000,2,3,1
12628100000000,3,1,0
12628100000000,4,3,2
12628100000000,5,60,17
12628100000000,6,2,0
12628100000000,7,151,47
12628100000000,9,2,0
12629000000000,1,48,10
12629000000000,2,1,0
12629000000000,3,1,0
12629000000000,5,3,0
12629000000000,7,6,1
12629000000000,9,2,0
12629300000000,5,2,0
12629300000000,7,12,0
12630300000000,1,3,1
12630300000000,5,5,2
12630300000000,6,1,1
12630300000000,7,29,9
12630300000000,9,5,3
12630400000000,1,3,2
12630400000000,5,5,0
12630400000000,7,33,13
12753700000000,1,1,0
12753700000000,5,3,2
12753700000000,7,24,12
12753700000000,9,1,0
12753800000000,1,6,0
12753800000000,5,9,0
12753800000000,6,2,0
12753800000000,7,59,3
12753800000000,9,11,0
12755200000000,1,15,4
12755200000000,2,32,11
12755200000000,3,3,0
12755200000000,4,5,1
12755200000000,5,52,8
12755200000000,6,8,2
12755200000000,7,173,54
12755200000000,9,10,1
13101300000000,5,14,0
13101300000000,7,1,0
13630800000000,1,1,0
13630800000000,2,4,4
13630800000000,4,1,1
13630800000000,5,373,90
13630800000000,6,4,0
13630800000000,7,44,20
13630800000000,9,3,2
13631000000000,0,2,0
13631000000000,2,4,4
13631000000000,4,1,0
13631000000000,5,689,172
13631000000000,7,5,2
13631100000000,2,1,1
13631100000000,5,58,17
13631100000000,6,3,0
13631100000000,7,1,0
13631100000000,9,2,0
13631200000000,1,1,0
13631200000000,2,16,13
13631200000000,3,1,1
13631200000000,5,817,210
13631200000000,6,9,2
13631200000000,7,46,19
13631200000000,9,1,1
13631500000000,5,121,59
13631500000000,7,16,11
13631600000000,2,6,4
13631600000000,4,3,2
13631600000000,5,191,59
13631600000000,6,5,2
13631600000000,7,41,16
13632100000000,1,7,0
13632100000000,5,15,0
13632100000000,6,1,0
13632100000000,7,1,0
14101400000000,0,2,0
14101400000000,1,5,0
14101400000000,2,5,0
14101400000000,3,1,0
14101400000000,4,1,0
14101400000000,5,652,36
14101400000000,6,167,2
14101400000000,7,18,1
14632500000000,1,6,6
14632500000000,7,3,3
14632700000000,1,1,0
14632900000000,1,1,0
14632900000000,5,11,2
14632900000000,6,1,0
14632900000000,7,8,1
14633000000000,1,1,0
14633000000000,5,1,0
14633000000000,7,6,0
14766900000000,1,20,3
14766900000000,2,3,1
14766900000000,5,48,13
14766900000000,7,89,45
14766900000000,9,17,8
15101600000000,1,3,0
15101600000000,2,6,2
15101600000000,4,2,1
15101600000000,5,254,31
15101600000000,6,33,0
15101600000000,7,93,10
15101600000000,9,3,0
15634100000000,2,7,5
15634100000000,4,113,60
15634100000000,5,817,304
15634100000000,6,12,4
15634100000000,7,18,7
15635300000000,0,13,3
15635300000000,1,52,20
15635300000000,2,218,141
15635300000000,3,13,7
15635300000000,4,95,62
15635300000000,5,5097,1455
15635300000000,6,498,126
15635300000000,7,2007,753
15635300000000,9,121,45
15636300000000,0,1,0
15636300000000,2,3,0
15636300000000,3,1,0
15636300000000,4,3,0
15636300000000,5,34,1
15636300000000,6,6,0
15636300000000,7,60,2
15636300000000,9,1,0
15636800000000,2,1,0
15636800000000,3,1,0
15636800000000,4,2,1
15636800000000,5,58,13
15636800000000,6,22,2
15636800000000,7,40,12
15636800000000,9,9,2
15636900000000,1,1,0
15636900000000,2,5,2
15636900000000,4,5,0
15636900000000,5,24,11
15636900000000,6,11,6
15636900000000,7,70,30
15636900000000,9,19,7
15637800000000,0,2,0
15637800000000,3,1,0
15637800000000,4,4,1
15637800000000,5,97,3
15637800000000,6,16,1
15637800000000,7,67,5
15638200000000,1,5,1
15638200000000,2,3,2
15638200000000,3,1,0
15638200000000,5,99,29
15638200000000,6,3,1
15638200000000,7,114,35
15638200000000,9,4,0
15638300000000,2,2,1
15638300000000,4,3,1
15638300000000,5,56,12
15638300000000,6,8,4
15638300000000,7,178,48
15638300000000,9,2,1
15638600000000,1,3,0
15638600000000,2,1,1
15638600000000,5,333,66
15638600000000,6,13,4
15638600000000,7,25,8
15737400000000,1,1,1
15737400000000,2,16,10
15737400000000,3,8,1
15737400000000,4,7,4
15737400000000,5,84,17
15737400000000,6,14,2
15737400000000,7,201,47
15737400000000,9,6,1
15739100000000,4,3,2
15739100000000,5,209,79
15739100000000,6,1,0
15739100000000,7,4,1
15751700000000,0,2,1
15751700000000,2,1,1
15751700000000,3,1,0
15751700000000,5,18,7
15751700000000,6,2,0
15751700000000,7,35,6
15751700000000,9,1,1
16101700000000,5,11,0
16101700000000,6,1,0
16101700000000,7,5,0
16638800000000,0,1,0
16638800000000,1,5,0
16638800000000,2,2,0
16638800000000,4,1,0
16638800000000,5,34,0
16638800000000,6,5,0
16638800000000,7,45,0
16638800000000,9,2,0
16638900000000,0,1,0
16638900000000,4,1,0
16638900000000,5,123,44
16638900000000,6,7,1
16638900000000,7,15,6
16639300000000,1,3,0
16639300000000,2,19,11
16639300000000,3,2,1
16639300000000,4,16,8
16639300000000,5,548,118
16639300000000,6,61,15
16639300000000,7,253,98
16639300000000,9,3,1
16639800000000,1,9,0
16639800000000,2,6,4
16639800000000,3,1,1
16639800000000,4,27,10
16639800000000,5,260,79
16639800000000,6,33,11
16639800000000,7,175,78
16639800000000,9,2,0
16739300000000,2,4,0
16739300000000,5,120,2
16739300000000,6,2,0
16739300000000,7,2,0
17101700000000,1,1,0
17101700000000,7,2,0
17640100000000,1,1,1
17640100000000,5,47,18
17640100000000,6,1,0
17640100000000,7,67,18
17640100000000,9,4,1
17640200000000,1,5,2
17640200000000,2,2,1
17640200000000,5,44,13
17640200000000,6,7,1
17640200000000,7,74,11
17640200000000,9,11,4
17640300000000,1,9,0
17640300000000,2,1,0
17640300000000,4,1,1
17640300000000,5,34,8
17640300000000,6,2,0
17640300000000,7,74,30
17640300000000,9,8,4
17640600000000,0,1,0
17640600000000,2,2,1
17640600000000,3,1,1
17640600000000,5,27,11
17640600000000,6,2,0
17640600000000,7,91,25
17640600000000,9,2,1
17640700000000,1,7,0
17640700000000,2,2,1
17640700000000,3,1,0
17640700000000,5,19,5
17640700000000,7,40,6
17640700000000,9,6,1
18101800000000,7,2,2
18640900000000,1,1,0
18640900000000,5,1,0
18640900000000,7,14,1
18641400000000,1,12,2
18641400000000,2,2,0
18641400000000,3,1,0
18641400000000,4,2,2
18641400000000,5,28,6
18641400000000,6,2,0
18641400000000,7,150,34
18641400000000,9,2,0
18641600000000,0,2,1
18641600000000,1,5,0
18641600000000,5,9,0
18641600000000,7,49,2
18642000000000,1,4,0
18642000000000,5,12,2
18642000000000,6,1,0
18642000000000,7,53,5
18750400000000,1,1,1
18750400000000,5,3,3
18750400000000,7,25,25
19102000000000,1,3,0
19102000000000,2,4,0
19102000000000,3,2,0
19102000000000,4,8,2
19102000000000,5,542,56
19102000000000,6,115,0
19102000000000,7,24,2
19102000000000,9,3,0
19642100000000,0,1,0
19642100000000,1,3,0
19642100000000,2,487,334
19642100000000,3,12,2
19642100000000,4,193,95
19642100000000,5,658,152
19642100000000,6,151,52
19642100000000,7,116,41
19642100000000,9,26,12
19642500000000,0,2,0
19642500000000,1,24,2
19642500000000,2,95,39
19642500000000,3,14,3
19642500000000,4,86,30
19642500000000,5,2871,648
19642500000000,6,789,157
19642500000000,7,931,264
